CC / OVC,Company (Label),Position Country (Label),Legal Entity (Label),Physical Location (Location Name),Business unit (Label),Position Business Segment (Picklist Label),Division (Label),Employment Classification (Label),Employee Type (Label),Employment Type (Label),Job Classification (Label),Cost Center (Label),Job Title,Position Position Title (Label),Work Contract (Picklist Label),Job Function (Label)
CC,KAC,United States,Komatsu America Corp.,Ripley,Parts Ripley,Komatsu North America,Parts,Regular,Full-Time,Salaried,Scheduling Planner,REMAN MGT.,Parts - Scheduling Planner,Reman Planning Specialist,,Parts
CC,KAC,United States,Komatsu America Corp.,Ripley,Parts Ripley,Komatsu North America,Parts,Regular,Full-Time,Salaried,"Manager, Outbound Operations",Wrhs Supervisors/Rec,"Operations - Manager, Outbound Operations","Manager, Outbound Operations",,Parts
CC,KAC,United States,Komatsu America Corp.,Ripley,Parts Ripley,Komatsu North America,Parts,Regular,Full-Time,Salaried,Procurement Engineer,PARTS PURCH &QUALITY,Parts - Procurement Engineer,Procurement Engineer,,Parts
CC,KAC,United States,Komatsu America Corp.,Ripley,Parts Ripley,Komatsu North America,Parts,Regular,Full-Time,Salaried,Technical Support Specialist,Customer Care,Parts - Technical Support Specialist,Technical Support Specialist,,Parts
CC,KAC,United States,Komatsu America Corp.,Chicago Headquarters,Komatsu Financial,Komatsu North America,Komatsu Financial,Regular,Full-Time,Salaried,"Manager, Portfolio Administration",KFLP OVERHEAD-RETAIL,"Finance - Manager, Portfolio Administration","Manager, Portfolio Administration",,Finance
CC,KAC,United States,Komatsu America Corp.,Ripley,Parts Ripley,Komatsu North America,Parts,Regular,Full-Time,Salaried,Technical Support Specialist,Customer Care,Parts - Technical Support Specialist,Technical Support Specialist,,Parts
CC,Komatsu West,United States,Komatsu America Corp.,Rock Springs (KEC),Komatsu Equipment Company,Komatsu North America,Komatsu Equipment Company,Regular,Full-Time,Salaried,Branch Manager,ROCK SPRNGS-SVC MGMT,Operational Excellence - Branch Manager,Branch Manager,,Operational Excellence
CC,KAC,United States,Komatsu America Corp.,Ripley,Parts Sales & Marketing,Komatsu North America,Parts,Regular,Full-Time,Salaried,Parts Pricing Consultant,Prod Serv-Parts Pric,Parts Sales & Marketing - Parts Pricing Consultant,Pricing Analyst,,Parts Sales & Marketing
CC,KAC,United States,Komatsu America Corp.,Chicago Headquarters,Marketing Admin,Komatsu North America,Sales & Product Support,Regular,Full-Time,Salaried,"Sr Manager, Pricing, Distributor Development",Pricing - HQ,"Marketing - Sr Manager, Pricing, Distributor Development",Senior Pricing Manager,,Marketing
CC,KAC,United States,Komatsu America Corp.,Chicago Headquarters,Corporate Finance,Corporate,General & Administrative,Regular,Full-Time,Salaried,Sr. Treasury Manager,KAC-TREASURY,Finance - Sr. Treasury Manager,Sr. Treasury Manager,,Finance
CC,KAC,United States,Komatsu America Corp.,Ripley,Parts Ripley,Komatsu North America,Parts,Regular,Full-Time,Salaried,"Manager, Inbound Operations",Transport. Inbound,"Operations - Manager, Inbound Operations","Manager, Inbound Operations",,Operations
CC,KAC,United States,Komatsu America Corp.,Ripley,Parts Ripley,Komatsu North America,Parts,Regular,Full-Time,Salaried,"Manager, Expediting",PARTS CENTRAL INV MG,"Operations - Manager, Expediting","Manager, Expediting",,Operations
CC,KAC,United States,Komatsu America Corp.,Ripley,Parts Ripley,Komatsu North America,Parts,Regular,Full-Time,Salaried,Project Analyst,Wrhs Supervisors/Rec,Parts - Project Analyst,Inventory Control Specialist,,Parts
CC,KAC,United States,Komatsu America Corp.,Ripley,Corporate Finance,Komatsu North America,General & Administrative,Regular,Full-Time,Salaried,"VP, Shared Accounting Services",SHARED SERV CTR KNA,"Executive Leadership - VP, Shared Accounting Services","VP, Finance - Manufacturing",,Executive Leadership
CC,KAC,United States,Komatsu America Corp.,Ripley,Parts Sales & Marketing,Komatsu North America,Parts,Regular,Full-Time,Salaried,Parts Pricing Consultant,Prod Serv-Parts Pric,Parts Sales & Marketing - Parts Pricing Consultant,Parts Pricing Consultant,,Parts Sales & Marketing
CC,KAC,United States,Komatsu America Corp.,Chicago Headquarters,Construction Equipment Sales,Komatsu North America,Sales & Product Support,Regular,Full-Time,Salaried,Sr. VP CE/Forest Division,CONSTRUCTION EXEC,Executive Leadership - Sr VP CE/Forest Division,"Sr. Vice President, Construction Equipment & Dealer Engagement",,Executive Leadership
CC,KAC,United States,Komatsu America Corp.,Ripley,Parts Ripley,Komatsu North America,Parts,Regular,Full-Time,Salaried,Scheduling Planner,PARTS CENTRAL INV MG,Parts - Scheduling Planner,Scheduling Planner,,Parts
CC,Komatsu East,United States,Komatsu America Corp.,Home Office,Komatsu East,Komatsu North America,Komatsu East,Regular,Full-Time,Salaried,Senior Director of Product Support,MM Corp Prod Sppt,Product Support - Senior Director of Product Support,Vice President Product Support Komatsu Company Stores - East,,Product Support
CC,Underground,United States,Joy Global Underground,Franklin - Franklin Operations,Engineering,Komatsu Mining Technologies,Research and Development,Regular,Full-Time,Salaried,Technical Engineering Specialist II,AMNO Regional Eng,Engineering Administrator I,Technical Engineering Specialist II,Indl-Mat. Handl (IC),Engineering
CC,KAC,United States,Komatsu America Corp.,Chicago Headquarters,Product & Services,Komatsu North America,Sales & Product Support,Regular,Full-Time,Salaried,"Manager, Reliability & Emissions Regulations",WARRANTY,"Quality - Manager, Reliability & Emissions Regulations","Manager, Reliability and Emissions Regulations",,Manufacturing Quality
CC,KAC,United States,Komatsu America Corp.,Ripley,Parts Ripley,Komatsu North America,Parts,Regular,Full-Time,Salaried,Records Associate,Wrhs Supervisors/Rec,Parts - Records Associate,Records Associate,Cler & Sten Sal (SD),Parts
CC,KAC,United States,Komatsu America Corp.,Peoria,NA Research & Development,Komatsu Mining Technologies,Development,Regular,Full-Time,Salaried,Lead Engineering Specialist,ADMIN ENGINEERING,Research & Development - Lead Engineering Specialist,Lead Engineering Specialist,,Research & Development
CC,KAC,United States,Komatsu America Corp.,Chattanooga,NA Research & Development,Komatsu North America,Development,Regular,Full-Time,Salaried,Engineering Manager I,NA R&D USTC1,Engineering Manager I,Engineering Manager,,Engineering
CC,KAC,United States,Komatsu America Corp.,Chattanooga,CMO Chattanooga,,Manufacturing,Regular,Full-Time,Salaried,"Manager, Safety & Environment",CMO-Mfg Safety/Envir,"Manufacturing - Manager, Safety & Environment","Manager, Safety & Environment",,Manufacturing
CC,KAC,United States,Komatsu America Corp.,Chicago Headquarters,Komatsu Financial,Komatsu North America,Komatsu Financial,Regular,Full-Time,Salaried,Finance Sales Manager - Mining,KFLP OVERHEAD-RETAIL,Finance - Finance Sales Manager - Mining,Finance Sales Manager - Mining,,Finance
CC,KAC,United States,Komatsu America Corp.,Home Office,Mining Marketing Division,Komatsu Mining Technologies,Mining,Regular,Full-Time,Salaried,Sr Commercial Manager,MINING SALES ADMIN,Sales - National Accounts Manager,Senior Commercial Manager,,Mining Sales & Marketing
CC,KAC,United States,Komatsu America Corp.,Ripley,Corporate Finance,Corporate,General & Administrative,Regular,Full-Time,Salaried,Sr Accountant,PROD SUPPORT ACCTG,Accounting - Sr Accountant,Sr. Accountant,,Accounting
CC,Komatsu America Industries,United States,Komatsu America Industries,Wilmington (KAI),Komatsu America Industries,,IMO - KAI,Regular,Full-Time,Salaried,"Manager, Plasma Department",IMO - CTD SERVICE,"NA - Manager, Plasma Department","Manager, Plasma Department",,
CC,KAC,United States,Komatsu America Corp.,Chattanooga,CMO Chattanooga,Komatsu North America,Manufacturing,Regular,Full-Time,Salaried,Master Scheduler,CMO-PPCS,Production Planning - Master Scheduler,Master Scheduler,,Production Planning
CC,KAC,United States,Komatsu America Corp.,Ripley,Parts Ripley,Komatsu North America,Parts,Regular,Full-Time,Salaried,Supply Chain Reporting,PARTS CENTRAL INV MG,Supply Chain - Supply Chain Reporting,"Manager, Supply Chain Reporting",,Supply Chain
CC,KAC,United States,Komatsu America Corp.,Ripley,Parts Ripley,Komatsu North America,Parts,Regular,Full-Time,Salaried,Records Associate,Wrhs Supervisors/Rec,Parts - Records Associate,Records Associate,Cler & Sten Sal (SD),Parts
OVC,KAC,United States,Komatsu America Corp.,Chattanooga,CMO Chattanooga,Komatsu North America,Manufacturing,Regular,Full-Time,Hourly,Assembler,CMO-DIR.ASSY.-ADT,Manufacturing - Assembler,Assembler,,Manufacturing
CC,KAC,United States,Komatsu America Corp.,Chattanooga,Information Technology,Corporate,General & Administrative,Regular,Full-Time,Salaried,Sr. IT Desktop Support Technician,Client Services,Information Technology - Sr. IT Desktop Support Technician,Sr. IT Desktop Support Technician,Cler & Sten Sal (SD),Information Technology
CC,KAC,United States,Komatsu America Corp.,Ripley,Parts Ripley,Komatsu North America,Parts,Regular,Full-Time,Salaried,Parts Reporting Associate,PARTS DIV. I.T.,Parts - Parts Reporting Associate,Parts Reporting Associate,Cler & Sten Sal (SD),Parts
OVC,KAC,United States,Komatsu America Corp.,Chattanooga,CMO Chattanooga,Komatsu North America,Manufacturing,Regular,Full-Time,Hourly,Machinist,CMO-DIR.MACH.-HE,Manufacturing - Machinist,Machinist,,Manufacturing
CC,KAC,United States,Komatsu America Corp.,Ripley,Parts Ripley,Komatsu North America,Parts,Regular,Full-Time,Salaried,Project Analyst,PARTS OPER. ADMIN.,Parts - Project Analyst,Project Analyst,,Parts
CC,KAC,United States,Komatsu America Corp.,Chattanooga,CMO Chattanooga,Komatsu North America,Manufacturing,Regular,Full-Time,Salaried,Category Manager I,CMO-PROCURE.HE/WL,Procurement - Procurement Engineer,Category Manager,,Procurement
CC,KAC,United States,Komatsu America Corp.,Chattanooga,CMO Chattanooga,Komatsu North America,Manufacturing,Regular,Full-Time,Salaried,Plant Supervisor,CMO-PPCS,Manufacturing - Plant Supervisor,Plant Supervisor,,Manufacturing
CC,KAC,United States,Komatsu America Corp.,Ripley,Parts Ripley,Komatsu North America,Parts,Regular,Full-Time,Salaried,Supply Chain Data Specialist,PARTS CENTRAL INV MG,Parts - Supply Chain Data Specialist,Supply Chain Data Specialist,,Parts
CC,KAC,United States,Komatsu America Corp.,Peoria,Mining Marketing Division,Komatsu Mining Technologies,Mining,Regular,Full-Time,Salaried,Sr Vice President EDT,MINING EXECUTIVES,Sr Vice President EDT,"Sr. Vice President, EDT",,Executive Leadership
CC,KAC,United States,Komatsu America Corp.,Peoria,NA Research & Development,Komatsu North America,Development,Regular,Full-Time,Salaried,VP Engineering Operations,NA R&D ENG. ADMIN-HQ,VP Engineering Operations,"VP, Engineering Ops",,Engineering
OVC,KAC,United States,Komatsu America Corp.,Chattanooga,CMO Chattanooga,Komatsu North America,Manufacturing,Regular,Full-Time,Hourly,Engineering Technician,"CMO-RedHat,Supp,TL",Manufacturing - Engineering Technician,Engineering Technician,,Manufacturing
OVC,KAC,United States,Komatsu America Corp.,Chattanooga,CMO Chattanooga,Komatsu North America,Manufacturing,Regular,Full-Time,Hourly,Assembler,CMO-DIR.ASSY.-ADT,Manufacturing - Assembler,Assembler,,Manufacturing
OVC,KAC,United States,Komatsu America Corp.,Chattanooga,CMO Chattanooga,Komatsu North America,Manufacturing,Regular,Full-Time,Hourly,Engineering Technician,"CMO-RedHat,Supp,TL",Manufacturing - Engineering Technician,Engineering Technician,,Manufacturing
CC,KAC,United States,Komatsu America Corp.,Chattanooga,CMO Chattanooga,Komatsu North America,Manufacturing,Regular,Full-Time,Salaried,Buyer II,"CMO-PURCH.,",Buyer II,Material Buyer/Planner,,Manufacturing
OVC,KAC,United States,Komatsu America Corp.,Chattanooga,CMO Chattanooga,Komatsu North America,Manufacturing,Regular,Full-Time,Hourly,Welder,CMO-DIR.FAB.-HE,Manufacturing - Welder,Welder,,Manufacturing
CC,KAC,United States,Komatsu America Corp.,Chattanooga,CMO Chattanooga,Komatsu North America,Manufacturing,Regular,Full-Time,Salaried,Buyer II,"CMO-PURCH.,",Buyer II,Material Buyer/Planner,,Manufacturing
OVC,KAC,United States,Komatsu America Corp.,Chattanooga,CMO Chattanooga,Komatsu North America,Manufacturing,Regular,Full-Time,Hourly,Painter,"CMO-RedHat,Supp,TL",Manufacturing - Painter,Painter,,Manufacturing
OVC,KAC,United States,Komatsu America Corp.,Chattanooga,CMO Chattanooga,Komatsu North America,Manufacturing,Regular,Full-Time,Hourly,Assembler,CMO-STOCKYARD,Manufacturing - Assembler,Assembler,,Manufacturing
OVC,KAC,United States,Komatsu America Corp.,Chattanooga,CMO Chattanooga,Komatsu North America,Manufacturing,Regular,Full-Time,Hourly,Assembler,CMO-DIR.ASSY.-ADT,Manufacturing - Assembler,Assembler,,Manufacturing
CC,KAC,United States,Komatsu America Corp.,Chattanooga,Forest Products Division,Komatsu North America,Komatsu Forest,Regular,Full-Time,Salaried,Product Planning Manager,KForest Executive,Production Planning - Product Planning Manager,Product Planning Manager,,Production Planning
CC,Underground,United States,Joy Global Underground,Franklin - Franklin Operations,Engineering,Komatsu Mining Technologies,Research and Development,Regular,Full-Time,Salaried,Technologist II,AMNO Regional Eng,Engineering - Technologist II,Technologist II,Tech & Spec Sal (SE),Engineering
OVC,KAC,United States,Komatsu America Corp.,Chattanooga,CMO Chattanooga,Komatsu North America,Manufacturing,Regular,Full-Time,Hourly,Assembler TL,"CMO-RedHat,Supp,TL",Manufacturing - Assembler TL,Assembler TL,,Manufacturing
CC,Underground,United States,Joy Global Underground,Franklin - Franklin Operations,Quality,Komatsu Mining Technologies,Manufacturing,Regular,Full-Time,Salaried,Quality Manager VI,Amer Supp Quality,Quality Manager VI,"Supplier Quality Manager -  AMNO, Compliance/Certified Product",Tech & Spec Sal (SE),Manufacturing Quality
OVC,KAC,United States,Komatsu America Corp.,Chattanooga,CMO Chattanooga,Komatsu North America,Manufacturing,Regular,Full-Time,Hourly,Assembler TL,CMO-IND.MAINT.-HE,Manufacturing - Assembler TL,Assembler TL,,Manufacturing
OVC,KAC,United States,Komatsu America Corp.,Chattanooga,CMO Chattanooga,Komatsu North America,Manufacturing,Regular,Full-Time,Hourly,Welder,CMO-DIR.FAB.-HE,Manufacturing - Welder,Welder,,Manufacturing
OVC,KAC,United States,Komatsu America Corp.,Chattanooga,CMO Chattanooga,Komatsu North America,Manufacturing,Regular,Full-Time,Hourly,Assembler,"CMO-RedHat,Supp,TL",Manufacturing - Assembler,Assembler,,Manufacturing
OVC,KAC,United States,Komatsu America Corp.,Chattanooga,CMO Chattanooga,Komatsu North America,Manufacturing,Regular,Full-Time,Hourly,Assembler,CMO-DIR-REMAN,Manufacturing - Assembler,Assembler,,Manufacturing
CC,KAC,United States,Komatsu America Corp.,Chattanooga,CMO Chattanooga,Komatsu North America,Manufacturing,Regular,Full-Time,Salaried,Plant Supervisor,CMO-MFG.ASSY.,Manufacturing - Plant Supervisor,Plant Supervisor,,Manufacturing
CC,KAC,United States,Komatsu America Corp.,Chattanooga,CMO Chattanooga,Komatsu North America,Manufacturing,Regular,Full-Time,Salaried,Plant Supervisor,"CMO-MFG.FAB.,",Manufacturing - Plant Supervisor,Plant Supervisor,,Manufacturing
CC,KAC,United States,Komatsu America Corp.,Chattanooga,NA Research & Development,Komatsu North America,Development,Regular,Full-Time,Salaried,"Sr Mgr, Eng Admininstration",NA R&D ENG. ADMIN-HQ,"Sr Mgr, Eng Admininstration",Sr. Engineering & Development Controller,,Engineering
CC,KAC,United States,Komatsu America Corp.,Home Office,Mining Marketing Division,Komatsu Mining Technologies,Mining,Regular,Full-Time,Salaried,Sr Tech Support Engineer,MINING SUPP OPS,Mining Service - Sr Tech Support Engineer,Sr Tech Support Engineer,,Mining Service
CC,KAC,United States,Komatsu America Corp.,Home Office,Mining Marketing Division,Komatsu Mining Technologies,Mining,Regular,Full-Time,Salaried,Sr Tech Support Engineer,MINING SUPP OPS,Mining Service - Sr Tech Support Engineer,Sr Tech Support Engineer,,Mining Service
CC,KAC,United States,Komatsu America Corp.,Chicago Headquarters,Construction Equipment Sales,Komatsu North America,Sales & Product Support,Regular,Full-Time,Salaried,Sr Product Manager,Product Serv- Forest,Product Marketing - Sr Product Manager,Sr. Product Manager,,Product Marketing
CC,KAC,United States,Komatsu America Corp.,Chattanooga,Strategy & Innovation,Komatsu North America,General & Administrative,Regular,Full-Time,Salaried,Corporate Strategy & Analytics Manager,Strategy KNA,Corporate Strategy and Analytics Manager,Corporate Strategy & Analytics Manager,,Strategy & Innovation
